,country,framework,users,type
2864,Senegal,Gatsby,2,want to use
2865,Benin,Fastify,2,want to use
2866,Albania,Phoenix,2,want to use
2867,Lesotho,React.js,2,want to use
2868,Bhutan,FastAPI,1,want to use
2869,Bhutan,Flask,1,want to use
2870,Bhutan,Fastify,1,want to use
2871,Bhutan,Node.js,1,want to use
2872,Bhutan,Express,1,want to use
2873,Botswana,Vue.js,1,want to use
2874,Mauritius,Django,1,want to use
2875,North Korea,Flask,1,want to use
2876,Burkina Faso,Node.js,1,want to use
2877,Burkina Faso,Nuxt.js,1,want to use
2878,Burkina Faso,Vue.js,1,want to use
2879,North Korea,Drupal,1,want to use
2880,North Korea,Express,1,want to use
2881,Cambodia,Deno,1,want to use
2882,Cambodia,Drupal,1,want to use
2883,North Korea,FastAPI,1,want to use
2884,North Korea,Fastify,1,want to use
2885,Cambodia,Phoenix,1,want to use
2886,Cambodia,Play Framework,1,want to use
2887,North Korea,Gatsby,1,want to use
2888,Burkina Faso,Deno,1,want to use
2889,North Korea,Laravel,1,want to use
2890,North Korea,Next.js,1,want to use
2891,Cameroon,Blazor,1,want to use
2892,Cameroon,Drupal,1,want to use
2893,North Korea,Node.js,1,want to use
2894,Cameroon,Fastify,1,want to use
2895,North Korea,Nuxt.js,1,want to use
2896,Cameroon,Gatsby,1,want to use
2897,Cameroon,Phoenix,1,want to use
2898,Cameroon,Play Framework,1,want to use
2899,Tunisia,Play Framework,1,want to use
2900,Burkina Faso,Express,1,want to use
2901,North Korea,Django,1,want to use
2902,Nomadic,Blazor,1,want to use
2903,Mauritania,Vue.js,1,want to use
2904,Nomadic,FastAPI,1,want to use
2905,Bosnia and Herzegovina,Angular.js,1,want to use
2906,Uganda,Play Framework,1,want to use
2907,Uganda,Phoenix,1,want to use
2908,Bosnia and Herzegovina,Gatsby,1,want to use
2909,Uganda,Gatsby,1,want to use
2910,Botswana,Django,1,want to use
2911,Botswana,Express,1,want to use
2912,Botswana,FastAPI,1,want to use
2913,Nomadic,Phoenix,1,want to use
2914,Nomadic,Symfony,1,want to use
2915,Brunei Darussalam,Ruby on Rails,1,want to use
2916,Turkmenistan,Angular,1,want to use
2917,Turkmenistan,Phoenix,1,want to use
2918,North Korea,ASP.NET,1,want to use
2919,North Korea,ASP.NET Core,1,want to use
2920,North Korea,Angular,1,want to use
2921,Turkmenistan,Flask,1,want to use
2922,North Korea,Angular.js,1,want to use
2923,Bulgaria,Fastify,1,want to use
2924,North Korea,Blazor,1,want to use
2925,North Korea,Deno,1,want to use
2926,Turkmenistan,Blazor,1,want to use
2927,Turkmenistan,Angular.js,1,want to use
2928,Bhutan,Django,1,want to use
2929,Niger,Express,1,want to use
2930,Benin,jQuery,1,want to use
2931,Montenegro,Nuxt.js,1,want to use
2932,Montenegro,Phoenix,1,want to use
2933,Andorra,Angular.js,1,want to use
2934,Andorra,ASP.NET Core,1,want to use
2935,Andorra,ASP.NET,1,want to use
2936,"Venezuela, Bolivarian Republic of...",Phoenix,1,want to use
2937,Algeria,Symfony,1,want to use
2938,Algeria,Phoenix,1,want to use
2939,Algeria,Nuxt.js,1,want to use
2940,Morocco,Phoenix,1,want to use
2941,Algeria,Deno,1,want to use
2942,Mozambique,ASP.NET,1,want to use
2943,Algeria,ASP.NET Core,1,want to use
2944,Algeria,ASP.NET,1,want to use
2945,Albania,Symfony,1,want to use
2946,Mozambique,ASP.NET Core,1,want to use
2947,Andorra,Deno,1,want to use
2948,"Venezuela, Bolivarian Republic of...",Drupal,1,want to use
2949,Mozambique,Blazor,1,want to use
2950,Andorra,Drupal,1,want to use
2951,New Zealand,Play Framework,1,want to use
2952,Angola,Gatsby,1,want to use
2953,Montenegro,ASP.NET,1,want to use
2954,Angola,Deno,1,want to use
2955,Angola,Blazor,1,want to use
2956,Angola,Angular,1,want to use
2957,Uzbekistan,Play Framework,1,want to use
2958,Montenegro,Angular.js,1,want to use
2959,Uzbekistan,Symfony,1,want to use
2960,Andorra,jQuery,1,want to use
2961,Andorra,Svelte,1,want to use
2962,Montenegro,Deno,1,want to use
2963,Montenegro,FastAPI,1,want to use
2964,Montenegro,Laravel,1,want to use
2965,Andorra,Express,1,want to use
2966,Albania,Play Framework,1,want to use
2967,Albania,Fastify,1,want to use
2968,Mongolia,Symfony,1,want to use
2969,Myanmar,Phoenix,1,want to use
2970,Zambia,Nuxt.js,1,want to use
2971,Zambia,Phoenix,1,want to use
2972,Myanmar,Symfony,1,want to use
2973,Zambia,Symfony,1,want to use
2974,Namibia,ASP.NET,1,want to use
2975,Namibia,Angular.js,1,want to use
2976,Zimbabwe,Blazor,1,want to use
2977,Nepal,Symfony,1,want to use
2978,Namibia,Django,1,want to use
2979,Namibia,Express,1,want to use
2980,Namibia,Next.js,1,want to use
2981,Nepal,Play Framework,1,want to use
2982,Zimbabwe,Nuxt.js,1,want to use
2983,Zimbabwe,Phoenix,1,want to use
2984,Namibia,React.js,1,want to use
2985,Zambia,Flask,1,want to use
2986,Zambia,Drupal,1,want to use
2987,Mozambique,Django,1,want to use
2988,Myanmar,Gatsby,1,want to use
2989,Albania,Drupal,1,want to use
2990,Mozambique,Flask,1,want to use
2991,Mozambique,Ruby on Rails,1,want to use
2992,Afghanistan,Play Framework,1,want to use
2993,Afghanistan,Phoenix,1,want to use
2994,Yemen,Blazor,1,want to use
2995,Yemen,Express,1,want to use
2996,Yemen,FastAPI,1,want to use
2997,Myanmar,ASP.NET,1,want to use
2998,Yemen,Svelte,1,want to use
2999,Zambia,ASP.NET,1,want to use
3000,Myanmar,Fastify,1,want to use
3001,Zambia,Angular,1,want to use
3002,Zambia,Blazor,1,want to use
3003,Zambia,Deno,1,want to use
3004,Mongolia,jQuery,1,want to use
3005,Angola,Symfony,1,want to use
3006,Mauritius,Drupal,1,want to use
3007,Monaco,Express,1,want to use
3008,Monaco,Ruby on Rails,1,want to use
3009,Belarus,Fastify,1,want to use
3010,Mongolia,ASP.NET,1,want to use
3011,Barbados,Vue.js,1,want to use
3012,Barbados,Symfony,1,want to use
3013,Barbados,Svelte,1,want to use
3014,Mongolia,Angular.js,1,want to use
3015,Barbados,Fastify,1,want to use
3016,Barbados,Express,1,want to use
3017,Barbados,Blazor,1,want to use
3018,United Republic of Tanzania,Angular.js,1,want to use
3019,United Republic of Tanzania,Blazor,1,want to use
3020,United Republic of Tanzania,Drupal,1,want to use
3021,Bahrain,Nuxt.js,1,want to use
3022,Mongolia,Laravel,1,want to use
3023,Belarus,Phoenix,1,want to use
3024,Belize,Angular.js,1,want to use
3025,United Republic of Tanzania,Gatsby,1,want to use
3026,Belize,Deno,1,want to use
3027,Mauritius,FastAPI,1,want to use
3028,Benin,React.js,1,want to use
3029,Benin,Phoenix,1,want to use
3030,Benin,Express,1,want to use
3031,Benin,Deno,1,want to use
3032,Benin,Blazor,1,want to use
3033,Benin,Angular,1,want to use
3034,Benin,ASP.NET Core,1,want to use
3035,Belize,jQuery,1,want to use
3036,Belize,Svelte,1,want to use
3037,Mauritius,Svelte,1,want to use
3038,Belize,Nuxt.js,1,want to use
3039,Belize,Laravel,1,want to use
3040,Belize,Express,1,want to use
3041,Belize,Django,1,want to use
3042,Niger,React.js,1,want to use
3043,Niger,Node.js,1,want to use
3044,Mongolia,Phoenix,1,want to use
3045,Nicaragua,Laravel,1,want to use
3046,Nicaragua,Fastify,1,want to use
3047,Nicaragua,Drupal,1,want to use
3048,Nicaragua,Django,1,want to use
3049,Antigua and Barbuda,Vue.js,1,want to use
3050,Antigua and Barbuda,Svelte,1,want to use
3051,Antigua and Barbuda,Ruby on Rails,1,want to use
3052,Antigua and Barbuda,Play Framework,1,want to use
3053,Antigua and Barbuda,Phoenix,1,want to use
3054,Antigua and Barbuda,Nuxt.js,1,want to use
3055,Antigua and Barbuda,Next.js,1,want to use
3056,Antigua and Barbuda,Laravel,1,want to use
3057,Antigua and Barbuda,Gatsby,1,want to use
3058,Antigua and Barbuda,Fastify,1,want to use
3059,Uruguay,Symfony,1,want to use
3060,Antigua and Barbuda,FastAPI,1,want to use
3061,Nicaragua,Gatsby,1,want to use
3062,Nicaragua,Nuxt.js,1,want to use
3063,Bahrain,Flask,1,want to use
3064,Nicaragua,Phoenix,1,want to use
3065,Niger,Next.js,1,want to use
3066,United Republic of Tanzania,Phoenix,1,want to use
3067,United Republic of Tanzania,Play Framework,1,want to use
3068,Bahrain,FastAPI,1,want to use
3069,United Republic of Tanzania,Svelte,1,want to use
3070,United Republic of Tanzania,Symfony,1,want to use
3071,Bahrain,Express,1,want to use
3072,Bahrain,Angular,1,want to use
3073,Cameroon,Ruby on Rails,1,want to use
3074,Bahamas,jQuery,1,want to use
3075,Bahamas,Ruby on Rails,1,want to use
3076,Bahamas,Django,1,want to use
3077,Azerbaijan,Symfony,1,want to use
3078,Nicaragua,Ruby on Rails,1,want to use
3079,Azerbaijan,Deno,1,want to use
3080,North Korea,Phoenix,1,want to use
3081,Oman,Ruby on Rails,1,want to use
3082,North Korea,Play Framework,1,want to use
3083,Guyana,Express,1,want to use
3084,Guyana,jQuery,1,want to use
3085,Guyana,Vue.js,1,want to use
3086,Guyana,Ruby on Rails,1,want to use
3087,Guyana,React.js,1,want to use
3088,Slovakia,Phoenix,1,want to use
3089,Lithuania,Play Framework,1,want to use
3090,Guyana,Laravel,1,want to use
3091,Guyana,Gatsby,1,want to use
3092,Guyana,Drupal,1,want to use
3093,Haiti,ASP.NET,1,want to use
3094,Guyana,Django,1,want to use
3095,Guyana,ASP.NET,1,want to use
3096,Guinea,Vue.js,1,want to use
3097,Luxembourg,ASP.NET,1,want to use
3098,Guinea,Ruby on Rails,1,want to use
3099,Luxembourg,Angular.js,1,want to use
3100,Guinea,Nuxt.js,1,want to use
3101,Guinea,Gatsby,1,want to use
3102,Slovakia,Gatsby,1,want to use
3103,Haiti,ASP.NET Core,1,want to use
3104,Slovenia,Phoenix,1,want to use
3105,Haiti,Symfony,1,want to use
3106,Singapore,Blazor,1,want to use
3107,Libyan Arab Jamahiriya,Ruby on Rails,1,want to use
3108,Honduras,Gatsby,1,want to use
3109,Lithuania,Gatsby,1,want to use
3110,Honduras,Blazor,1,want to use
3111,Haiti,jQuery,1,want to use
3112,Haiti,Vue.js,1,want to use
3113,Singapore,Play Framework,1,want to use
3114,Haiti,Ruby on Rails,1,want to use
3115,Haiti,Angular,1,want to use
3116,Haiti,Nuxt.js,1,want to use
3117,Haiti,Next.js,1,want to use
3118,Haiti,Laravel,1,want to use
3119,Haiti,Gatsby,1,want to use
3120,Haiti,Flask,1,want to use
3121,Haiti,FastAPI,1,want to use
3122,Haiti,Express,1,want to use
3123,Haiti,Angular.js,1,want to use
3124,Guinea,Flask,1,want to use
3125,Guinea,FastAPI,1,want to use
3126,Seychelles,Blazor,1,want to use
3127,Gambia,Symfony,1,want to use
3128,Ghana,Drupal,1,want to use
3129,Madagascar,Flask,1,want to use
3130,Madagascar,Gatsby,1,want to use
3131,Madagascar,Phoenix,1,want to use
3132,South Africa,Play Framework,1,want to use
3133,Georgia,Drupal,1,want to use
3134,Paraguay,Phoenix,1,want to use
3135,Gambia,Vue.js,1,want to use
3136,Gambia,Svelte,1,want to use
3137,Nepal,Drupal,1,want to use
3138,South Korea,Drupal,1,want to use
3139,Gambia,Ruby on Rails,1,want to use
3140,Gambia,Nuxt.js,1,want to use
3141,Gambia,Node.js,1,want to use
3142,Gambia,Next.js,1,want to use
3143,Gambia,Laravel,1,want to use
3144,Gambia,Express,1,want to use
3145,Gambia,Django,1,want to use
3146,Madagascar,ASP.NET Core,1,want to use
3147,Guatemala,Drupal,1,want to use
3148,Guinea,Express,1,want to use
3149,Somalia,Laravel,1,want to use
3150,Luxembourg,Django,1,want to use
3151,Guinea,Blazor,1,want to use
3152,Guinea,Angular.js,1,want to use
3153,Solomon Islands,Django,1,want to use
3154,Solomon Islands,Vue.js,1,want to use
3155,Somalia,ASP.NET,1,want to use
3156,Somalia,ASP.NET Core,1,want to use
3157,Luxembourg,Flask,1,want to use
3158,Peru,Play Framework,1,want to use
3159,Luxembourg,Ruby on Rails,1,want to use
3160,Guinea,ASP.NET Core,1,want to use
3161,Guinea,ASP.NET,1,want to use
3162,Somalia,Vue.js,1,want to use
3163,Peru,Phoenix,1,want to use
3164,Luxembourg,Laravel,1,want to use
3165,Guatemala,Play Framework,1,want to use
3166,Luxembourg,Nuxt.js,1,want to use
3167,Luxembourg,Phoenix,1,want to use
3168,Honduras,Phoenix,1,want to use
3169,Seychelles,Angular,1,want to use
3170,Paraguay,Gatsby,1,want to use
3171,Isle of Man,jQuery,1,want to use
3172,Lao People's Democratic Republic,Ruby on Rails,1,want to use
3173,Lao People's Democratic Republic,Vue.js,1,want to use
3174,Latvia,Deno,1,want to use
3175,Israel,Play Framework,1,want to use
3176,Rwanda,ASP.NET,1,want to use
3177,Rwanda,ASP.NET Core,1,want to use
3178,Rwanda,Angular.js,1,want to use
3179,Latvia,Fastify,1,want to use
3180,Isle of Man,Vue.js,1,want to use
3181,Jamaica,jQuery,1,want to use
3182,Isle of Man,Node.js,1,want to use
3183,Isle of Man,Next.js,1,want to use
3184,Isle of Man,Gatsby,1,want to use
3185,Latvia,Phoenix,1,want to use
3186,Isle of Man,Fastify,1,want to use
3187,Rwanda,Symfony,1,want to use
3188,Isle of Man,Blazor,1,want to use
3189,Lebanon,Blazor,1,want to use
3190,Jamaica,Fastify,1,want to use
3191,Japan,Drupal,1,want to use
3192,Saint Lucia,Express,1,want to use
3193,Qatar,Angular.js,1,want to use
3194,Republic of Korea,Play Framework,1,want to use
3195,Republic of Korea,ASP.NET,1,want to use
3196,Republic of Korea,Symfony,1,want to use
3197,Republic of Moldova,ASP.NET,1,want to use
3198,Qatar,Nuxt.js,1,want to use
3199,Republic of Moldova,Blazor,1,want to use
3200,Republic of Moldova,Symfony,1,want to use
3201,Kuwait,Angular,1,want to use
3202,Kosovo,FastAPI,1,want to use
3203,Lao People's Democratic Republic,Angular,1,want to use
3204,Kyrgyzstan,Blazor,1,want to use
3205,Kyrgyzstan,Django,1,want to use
3206,Kyrgyzstan,Flask,1,want to use
3207,Romania,Play Framework,1,want to use
3208,Kyrgyzstan,Phoenix,1,want to use
3209,Kazakhstan,Fastify,1,want to use
3210,Kyrgyzstan,Svelte,1,want to use
3211,Jordan,Ruby on Rails,1,want to use
3212,Saint Lucia,Django,1,want to use
3213,Saint Lucia,Node.js,1,want to use
3214,Seychelles,ASP.NET Core,1,want to use
3215,Serbia,Drupal,1,want to use
3216,Liberia,Next.js,1,want to use
3217,Senegal,Ruby on Rails,1,want to use
3218,Senegal,jQuery,1,want to use
3219,Libyan Arab Jamahiriya,ASP.NET Core,1,want to use
3220,Iceland,jQuery,1,want to use
3221,Libyan Arab Jamahiriya,Angular,1,want to use
3222,Iceland,Symfony,1,want to use
3223,Iceland,Ruby on Rails,1,want to use
3224,Libyan Arab Jamahiriya,Blazor,1,want to use
3225,Senegal,Fastify,1,want to use
3226,Iceland,Flask,1,want to use
3227,Serbia,Gatsby,1,want to use
3228,Libyan Arab Jamahiriya,Django,1,want to use
3229,Iceland,Django,1,want to use
3230,Iceland,Angular,1,want to use
3231,Libyan Arab Jamahiriya,Node.js,1,want to use
3232,Hong Kong (S.A.R.),Phoenix,1,want to use
3233,Seychelles,ASP.NET,1,want to use
3234,Senegal,Flask,1,want to use
3235,Liberia,Flask,1,want to use
3236,Saint Lucia,React.js,1,want to use
3237,Saudi Arabia,Gatsby,1,want to use
3238,Saint Lucia,Vue.js,1,want to use
3239,San Marino,jQuery,1,want to use
3240,Lebanon,Deno,1,want to use
3241,Ireland,Drupal,1,want to use
3242,Lebanon,Fastify,1,want to use
3243,Iraq,Symfony,1,want to use
3244,Iraq,Ruby on Rails,1,want to use
3245,Iraq,Play Framework,1,want to use
3246,Lebanon,Ruby on Rails,1,want to use
3247,Senegal,Deno,1,want to use
3248,Iraq,Gatsby,1,want to use
3249,Iraq,Flask,1,want to use
3250,Saudi Arabia,Play Framework,1,want to use
3251,Iraq,FastAPI,1,want to use
3252,Lesotho,Express,1,want to use
3253,Lesotho,Next.js,1,want to use
3254,Senegal,ASP.NET,1,want to use
3255,Lesotho,Node.js,1,want to use
3256,Gabon,jQuery,1,want to use
3257,Gabon,Vue.js,1,want to use
3258,North Korea,React.js,1,want to use
3259,"Congo, Republic of the...",Flask,1,want to use
3260,Tajikistan,jQuery,1,want to use
3261,Malta,Gatsby,1,want to use
3262,Costa Rica,Angular.js,1,want to use
3263,"Congo, Republic of the...",jQuery,1,want to use
3264,"Congo, Republic of the...",Symfony,1,want to use
3265,"Congo, Republic of the...",Svelte,1,want to use
3266,Thailand,Drupal,1,want to use
3267,Malta,Play Framework,1,want to use
3268,"Congo, Republic of the...",Angular.js,1,want to use
3269,Tajikistan,Express,1,want to use
3270,Malta,Svelte,1,want to use
3271,Malta,Symfony,1,want to use
3272,Mauritania,ASP.NET,1,want to use
3273,Mauritania,Deno,1,want to use
3274,Mauritania,Laravel,1,want to use
3275,Mauritania,Next.js,1,want to use
3276,Chile,Drupal,1,want to use
3277,The former Yugoslav Republic of Macedonia,Django,1,want to use
3278,Tajikistan,Symfony,1,want to use
3279,Tajikistan,Django,1,want to use
3280,The former Yugoslav Republic of Macedonia,FastAPI,1,want to use
3281,Malta,ASP.NET,1,want to use
3282,Mali,Play Framework,1,want to use
3283,Cuba,Gatsby,1,want to use
3284,Mali,React.js,1,want to use
3285,Mali,Symfony,1,want to use
3286,Syrian Arab Republic,Symfony,1,want to use
3287,Cuba,Fastify,1,want to use
3288,Oman,jQuery,1,want to use
3289,Kuwait,Play Framework,1,want to use
3290,Oman,Gatsby,1,want to use
3291,Tajikistan,Angular.js,1,want to use
3292,Oman,Fastify,1,want to use
3293,Croatia,Play Framework,1,want to use
3294,Oman,Deno,1,want to use
3295,Oman,Blazor,1,want to use
3296,Taiwan,Play Framework,1,want to use
3297,Costa Rica,Laravel,1,want to use
3298,Oman,ASP.NET,1,want to use
3299,Tajikistan,ASP.NET Core,1,want to use
3300,Chad,Ruby on Rails,1,want to use
3301,Mauritania,Nuxt.js,1,want to use
3302,Mali,Laravel,1,want to use
3303,Cape Verde,Flask,1,want to use
3304,Trinidad and Tobago,Blazor,1,want to use
3305,Trinidad and Tobago,Express,1,want to use
3306,Trinidad and Tobago,Flask,1,want to use
3307,Trinidad and Tobago,Laravel,1,want to use
3308,Trinidad and Tobago,Node.js,1,want to use
3309,Trinidad and Tobago,Nuxt.js,1,want to use
3310,Trinidad and Tobago,Vue.js,1,want to use
3311,Trinidad and Tobago,jQuery,1,want to use
3312,Cape Verde,FastAPI,1,want to use
3313,Togo,jQuery,1,want to use
3314,North Korea,Svelte,1,want to use
3315,Cape Verde,Express,1,want to use
3316,North Korea,Ruby on Rails,1,want to use
3317,Tunisia,Drupal,1,want to use
3318,Cape Verde,Blazor,1,want to use
3319,Cape Verde,Angular.js,1,want to use
3320,Cape Verde,Angular,1,want to use
3321,Cape Verde,ASP.NET Core,1,want to use
3322,Trinidad and Tobago,Angular,1,want to use
3323,Togo,Vue.js,1,want to use
3324,Mauritania,React.js,1,want to use
3325,Togo,ASP.NET,1,want to use
3326,North Korea,jQuery,1,want to use
3327,Cape Verde,Svelte,1,want to use
3328,The former Yugoslav Republic of Macedonia,Ruby on Rails,1,want to use
3329,The former Yugoslav Republic of Macedonia,Symfony,1,want to use
3330,North Korea,Vue.js,1,want to use
3331,Cape Verde,Next.js,1,want to use
3332,Timor-Leste,React.js,1,want to use
3333,Timor-Leste,Vue.js,1,want to use
3334,Togo,ASP.NET Core,1,want to use
3335,Togo,React.js,1,want to use
3336,North Korea,Symfony,1,want to use
3337,Togo,Angular.js,1,want to use
3338,Togo,Blazor,1,want to use
3339,Togo,Django,1,want to use
3340,Togo,Gatsby,1,want to use
3341,Togo,Laravel,1,want to use
3342,Togo,Phoenix,1,want to use
3343,Togo,Play Framework,1,want to use
3344,Syrian Arab Republic,FastAPI,1,want to use
3345,Syrian Arab Republic,Deno,1,want to use
3346,Gabon,Nuxt.js,1,want to use
3347,Sudan,Gatsby,1,want to use
3348,Palestine,Symfony,1,want to use
3349,Malawi,Ruby on Rails,1,want to use
3350,Palestine,Play Framework,1,want to use
3351,Sudan,ASP.NET Core,1,want to use
3352,Malawi,jQuery,1,want to use
3353,Sudan,Deno,1,want to use
3354,Palestine,Gatsby,1,want to use
3355,Sudan,Fastify,1,want to use
3356,Djibouti,ASP.NET,1,want to use
3357,Panama,Blazor,1,want to use
3358,Sudan,Nuxt.js,1,want to use
3359,Sudan,Phoenix,1,want to use
3360,Palestine,FastAPI,1,want to use
3361,Sudan,Ruby on Rails,1,want to use
3362,Palestine,Drupal,1,want to use
3363,Suriname,ASP.NET,1,want to use
3364,Suriname,ASP.NET Core,1,want to use
3365,Suriname,Angular,1,want to use
3366,Palestine,jQuery,1,want to use
3367,Panama,Deno,1,want to use
3368,Suriname,Blazor,1,want to use
3369,Paraguay,Drupal,1,want to use
3370,South Korea,Symfony,1,want to use
3371,Gabon,Next.js,1,want to use
3372,Gabon,Laravel,1,want to use
3373,Gabon,Django,1,want to use
3374,Gabon,Angular,1,want to use
3375,Gabon,ASP.NET,1,want to use
3376,Malawi,Angular.js,1,want to use
3377,Paraguay,Fastify,1,want to use
3378,Fiji,Ruby on Rails,1,want to use
3379,Estonia,Drupal,1,want to use
3380,Fiji,Flask,1,want to use
3381,Fiji,FastAPI,1,want to use
